term_id,english_term,description,transliteration,native_term
ISMT-4.14.80,clogged ear,,Ceviyaṭaittal,ப்சவியைடததல்
ISMT-4.14.81,heaviness of head,,Talai kaṉappu,தைல க்ப்பு
ISMT-4.14.82,puffiness of face,,Mukam ataittal,முகம் அைதததல்
ISMT-4.14.83,"sound made to
clear throat",,Cerumal/oli cerumal,"ப்சருமல் /
ஒலி ப்சருமல்"
ISMT-4.14.84,nasal bleeding,,"Mūkkiratta oẕukku/
mūkku irattam","மூ்ககிரதத ஒழு்ககு/
மூ்ககு இரததம்"
ISMT-4.14.85,tickling cough,,Pukaiccal,புைகச்சல்
ISMT-4.15.1,diseases of oral cavity,,Vāy nōy,வாய தநாய
ISMT-4.15.2,darkening of teeth,,Pal kaṟuttal,பல் கறுததல்
ISMT-4.15.3,"dentoalveolar
abscess",,Pallaraṇai,பல்லரைண
ISMT-4.15.4,disease in gums,,Tiṭṭai nōy / pallīraṟu nōy,"திடைட தநாய /
பல்லீரறு தநாய"
ISMT-4.15.5,gum swelling,Due to collection of morbid fluid in gums,Tanta mantam,தநத மநதம்
ISMT-4.15.6,dental diseases,,Tanta rōkam,தநத தராகம்
ISMT-4.15.7,"diseases of roots and
gums of teeth",,Tantamūlappiṇi,தநதமூலப்பிணி
ISMT-4.15.8,bleeding gums,,Pallīṟil rettam kaṭṭum,"பல்லீறில்
பரததம் கடடும்"
ISMT-4.15.9,"dental root canal
diseases",,Pallaṭi nōy,பல்லடி தநாய
ISMT-4.15.10,"dental plaque/
tartar and caries",,Ūttai / pal aẕukku / pulāl,"ஊதைத / பல்
அழு்ககு / புலால்"
ISMT-4.15.11,swelling of cheeks,,Kaṉṉa vīkkam,கன் வீ்ககம்
ISMT-4.16.1,fistula in ano,"A type of anorectal disease with features of perianal fistula
such as pain, perianal discharge, redness, induration, etc.;
usually runs a chronic course with intermittent pain
and discomfort","Ācaṉarūṭi/
ācaṉa pavuttiram","ஆ்ச்ரூடி/
ஆ்ச் பவுததிரம்"
ISMT-4.16.2,haemorrhoids/ piles,"Characterized by engorged veins found externally or internally
with fluid or blood discharge associated with itching, burning
sensation in anus, constipation and tiredness; aggravation of
vaḷi associated with aẕal; caused by food and lifestyle
modifications; increased internal body heat and psychological
disturbances","Mūla nōy/mūlam / ācaṉa
nōy /kutāṅkuram /
mūlamuḷai","மூல தநாய/ மூலம் /
ஆ்ச் தநாய /
குதாஙகுரம் /
மூலமுைள"
ISMT-4.16.3,tenesmus,With severe cramping pain in anorectal region,"Mūlakkaṭuppu /mūla
apāṉak kaṭuppu /
ācaṉakkaṭuppu","மூல்ககடுப்பு /மூல
அபா்்க கடுப்பு /
ஆ்ச்்ககடுப்பு"
ISMT-4.16.4,"passing of bloody and
mucous stools in
children",,"Mūlakkaṇam /mukku
kaṇam","மூல்ககணம் /
மு்ககு கணம்"
ISMT-4.16.5,"skin disease in
anal region",Eczematous skin lesions in anal region,Mūlakkarappāṉ,மூல்ககரப்பான
ISMT-4.16.6,"ulcer or tumour in
rectal region",,Mūlakkiranti,மூல்ககிரநதி
ISMT-4.16.7,"diarrhoea associated
with haemorrhoids","A chronic disease marked by watery diarrhoea with foul
smell, heartburn and abdominal discomfort",Mūlakkirāṇi,மூல்ககிராணி
ISMT-4.16.8,"intense heat in
pelvic region","Intense heat in pelvic region which may cause
anorectal diseases","Mūlakkoti/ mūlakkotippu /
mūlaccūṭu","மூல்கபகாதி/
மூல்கபகாதிப்பு /
மூலசசூடு"
ISMT-4.16.9,anal itching,"Pruritis ani, also a prodromal symptom of piles",Mūlattiṉavu,மூலததி்வு
ISMT-4.16.10,"haemorrhoid
with fistula",,"Mūla pakantaram / mūla
pavuttiram","மூல பகநதரம் / மூல
பவுததிரம்"
ISMT-4.16.11,anorectal carcinoma,,Mūlappuṟṟu,மூலப்புற்று
ISMT-4.16.12,"congenital disease,
causing bloody stools
in children",,Mūla ratta kaṇam,மூல ரதத கணம்
ISMT-4.16.13,bleeding piles,,"Mūlaratta m/ ratta mūlam
/mūlavutiram","மூல ரததம்/ ரதத
மூலம் /மூலவுதிரம்"
ISMT-4.16.14,"accumulation
of bowel gas",,Mūla vāyvu,மூல வாயவு
ISMT-4.16.15,bleeding per rectum,,Irutta kutam,இருதத குதம்
ISMT-4.16.16,anal stricture,,Ācaṉa curukkam,ஆ்ச் சுரு்ககம்
ISMT-4.16.17,transfer of heat,,Parital,பாிதல்
ISMT-4.16.18,"splashing of
fresh blood",,Irattam pīriṭal,இரததம் பீாிடல்
ISMT-4.16.19,rectal prolapse,,"Virēki aṭittaḷḷal/
kutappiramca rōkam","விதரகி அடிததளளல்/
குதப்பிரம்்ச தராகம்"
ISMT-4.16.20,severe constipation,,Uratta malakkaṭṭu,உரததமல்ககடடு
ISMT-4.16.21,"haemorrhoids with
large abscesses","Characterized by tenesmus, burning sensation and itching in
anal region, splash of blood on squatting, external abscess
of size of turmeric bud, constipation, belching, and
abdominal distention",Muḷai mūlam,முைள மூலம்
ISMT-4.16.22,annular pile mass,"Characterized by lesions resembling tuber Maranta
arundinacea, constipation, watery, purulent and bloody
discharge from pile mass, weakness of body, loss of appetite
leading to death in chronic stage",Āẕi mūlam /āẕi muḷai,"ஆழி மூலம் /
ஆழி முைள"
ISMT-4.16.23,"haemorrhoids
associated with
diarrhoea","Characterized by increased body heat, flatulence, difficulty in
walking, increased perspiration with tremors, diarrhoea
and emaciation",Tonta mūlam,பதாநத மூலம்
ISMT-4.16.24,"haemorrhoids with
abscess leading to
fistula","Characterized by small abscess in anal region resembling
flower of mango tree; reddish discoloration develops looking
like the fruit of Coccinia grandis; frequent micturition,
heaviness of extremities, increased heat and redness in
anal region","Pavuttira mūlam /
pakantira mūlam","பவுததிர மூலம் /
பகநதிர மூலம்"
ISMT-4.16.25,sentinel pile,"Characterized by skin tag on edge of anus; when inflamed,
may be associated with fluid discharge and pain radiating
from lumbar region to umbilical region, with severe lower
abdominal pain",Cavvu mūlam,்சவவு மூலம்
ISMT-4.16.26,anorectal ulceration,,Muḷai viraṇam,முைள விரணம்
ISMT-4.16.27,"haemorrhoids due to
derangement of all
three humours","Characterized by reddish external pile mass resembling
hen's comb; makes walking difficult; rumbling of abdomen,
perspiration, tremors, thirst, diarrhoea and emaciation.",Mukkuṟṟa muḷai nōy,"மு்ககுற்ற முைள
தநாய"
ISMT-4.16.28,"shrinkage of anal
orifice",,Kutamiṟukal,குதமிறுகல்
ISMT-4.16.29,anal heat,"Ineffective painful straining to empty bowels in response to
desire to defaecate, without producing a significant
quantity of faeces",Āẕiyaṉal,ஆழிய்ல்
ISMT-4.16.30,perianal abscess,"Characterized by pain in the abscess, difficulty in sitting,
itching, skin irritation around anus with discharge of pus",Muḷai kaṭṭi / ācaṉakkaṭṭi,"முைள கடடி /
ஆ்ச்்ககடடி"
ISMT-4.16.31,fistula,"An abnormal connection between two body parts, such as an
organ or blood vessel and another structure, usually
associated with abscess, inflammation and pus discharge;
chronic in nature",Pavuttiram / pakantaram,பவுததிரம் / பகநதரம்
ISMT-4.16.32,"fistula with sharp
pricking pain","Characterized by sharp pricking pain as if from an arrow;
abscess, fear of death, fever, ulcers with sinus tract
formation, itching, bleeding from ulcers and burning
sensation on scratching",Ācaṉa kaṇṭamālai,ஆ்ச் கணடமாைல
ISMT-4.16.33,anal ulcer,"Ulceration or fissure of anal region with or without collection
of pus in tissue around anus and rectum","Muḷaippuṇ /
eruvāymuḷaippuṇ /
ācaṉappuṇ","முைளப்புண /
எருவாயமுைளப்புண /
ஆ்ச்ப்புண"
ISMT-4.16.34,fistula with sinus,,Pavuttira purai,பவுததிர புைர
ISMT-4.16.35,anorectal ulcers,,Kuta viraṇam,குத விரணம்
ISMT-4.16.36,anal fissure,"Linear or irregularly shaped ulcers in cutaneous part of anal
region due to vitation of vaḷi, hard stools,
constipation, dryness","Ācaṉa veṭippu/
Eruvāy veṭippu","ஆ்ச் பவடிப்பு/
எருவாய பவடிப்பு"
ISMT-4.16.37,"serous discharge
from anal fistula",Foul-smelling discharge from anal fistula,"Pavuttira nīr /
pakantara nīr /
ācaṉarūṭi nīr","பவுததிர நீர் /
பகநதர நீர் /
ஆ்ச்ரூடி நீர்"
ISMT-4.16.38,"fistula with pricking
pain in rectum","Characterized by pricking pain in the rectum and anus
followed by protuberance resembling yam tuber with
watery discharge",Mūla pavuttiram,மூல பவுததிரம்
ISMT-4.16.39,"fistula with fever and
purulent discharge","Characterized by watery discharge from the perianal region,
followed by oozing of pus with fever, collection of clear fluid
in scrotum, benumbed feeling in body, difficultly in passing
stools and burning sensation in hands and feet",Mēka pavuttiram,தமக பவுததிரம்
ISMT-4.16.40,"genital (penile) ulcers
with fistula","Characterized by genital (penile) ulcers extending through
network of nerves and veins, causing fistula associated with
foul smell, dribbling of urine and scrotal swelling",Kiranti pavuttiram,கிரநதி பவுததிரம்
ISMT-4.16.41,abdominal distention,,Vayiṟu vīṅkal / vayiṟuppal,"வயிறு வீஙகல் /
வயிறுப்பல்"
ISMT-4.16.42,"fistula with garland-
like abscess","Characterized by big abscess causing obstruction of anus,
discharge of pus and blood from abscess leading to
gangrene with foul odour","Carakaṇṭa
mālai pavuttiram","்சரகணட
மாைல பவுததிரம்"
ISMT-4.16.43,multiple fistula,"Characterized by sieve-like small multiple openings in high
anal region through which blood and faeces ooze out;
piercing pain in anus and itching in perianal region","Ācaṉa kaṇṭamālai
pavuttiram","ஆ்ச்
கணடமாைல
பவுததிரம்"
ISMT-4.16.44,renal calculi,"Urinary disease due to deposition of minerals and salts,
leading to stone formation; by derangement of vaḷi and aẕal;
classified in four types: 1. renal calculi due to vaḷi (vaḷi
kallaṭaippu); 2. renal calculi due to aẕal (aẕal kallaṭaippu);
3. renal calculi due to aiyam (aiyam kallaṭaippu); 4. renal
calculi due to mukkuṟṟam (mukkuṟṟam kallaṭaippu)",Kallaṭaippu /acmari,கல்லைடப்பு /அசமாி
ISMT-4.16.45,wound/ulcer,,"Puṇ / viraṇam / raṇam /
iraṇam","புண / விரணம் /
ரணம் / இரணம்"
ISMT-4.16.46,"wound associated
with severe pain",Sore or wound accompanied by great pain and swelling,Aṟputappuṇ,அற்புதப்புண
ISMT-4.16.47,necrotic ulcer,,Aẕippuṇ,அழிப்புண
ISMT-4.16.48,gangrene,A putrefying ulcer with exudation and sloughing,Aẕupuṇ,அழுபுண
ISMT-4.16.49,corn,Thickened skin with bumps on soles and palms,Āṇi / kālāṇi,ஆணி /காலாணி
ISMT-4.16.50,chronic ulcers,"Chronic non-healing ulcers commonly seen in lower
extremities, due to several factors affecting wound-
healing process","Āṟāppuṇ / pōkā viraṇam /
paṇṭai viraṇam / aẕiyāta
viraṇam","ஆறாப்புண /
தபாகா விரணம் /
பணைட விரணம் /
அழியாத விரணம்"
ISMT-4.16.51,injury,"Caused by blow, bruise, contusion, etc.; the Tamil term
kāyam also means physical body",Kāyam,காயம்
ISMT-4.16.52,deep wound,An ulcer in which cavity/sinus is formed,Kuẕippuṇ / āẕippuṇ,குழிப்புண /ஆழிப்புண
ISMT-4.16.53,sloughy wound,"An ulcer or wound which appears to be raised and extended
around its margin, being followed by an irresistible itching
sensation; cold and white slimy secretion","Cilēṣma viraṇam / kapa
viraṇam","்சிதல ஷம விரணம் /
கப விரணம்"
ISMT-4.16.54,"sinus of an ulcer or
abscess","A discharging blind-ended track that extends from surface of
an organ to an underlying area or abscess cavity",Cilai / cilaippuṇ,்சிைல / ்சிைலப்புண
ISMT-4.16.55,arterial/ venous ulcer,"Any ulcer developed due to pathology arising in a blood
vessel; any ulcer with tortuous shape, as in a sinus or fistula",Nāṭippuṇ,நாடிப்புண
ISMT-4.16.56,infected wound,A wound with heavy purulent drainage,Puṇcīẕ / cīẕppuṇ,புண்சீழ / ்சீழப்புண
ISMT-4.16.57,swelling,"An increase in size or change in shape of an area of the
body; can be caused by collection of body fluid, tissue
growth, or abnormal movement or position of tissue",Puṭai,புைட
ISMT-4.16.58,carbuncle,"A group of pus-filled bumps forming a connected area under
skin; carbuncles fill with pus, growing larger and more painful
until they rupture and drain",Piḷavai / āṇippuṇ,பிளைவ / ஆணிப்புண
ISMT-4.16.59,wound with maggots,An ulcer containing worms or maggots,"Puẕutta puṇ/ kirumi
kakkum aẕipuṇ","புழுதத புண/கிருமி
க்ககும் அழிபுண"
ISMT-4.16.60,glandular swelling,"A glandular inflammation which gives rise to round, knotty
elevated hard lumps",Kiranti,கிரநதி
ISMT-4.16.61,phagedenic ulcer,"An ulcer which spreads rapidly and destructively, eating
away tissues; with sloughing particles in discharge",Ari kiranti,அாி கிரநதி
ISMT-4.16.62,non-healing ulcer,Due to syphilis /chancroid with a tendency to slough,Aẕikiranti / āṟāta puṇ,"அழி கிரநதி /
ஆறாத புண"
ISMT-4.16.63,cervical lymphadenitis,,"Kaṇṭamālai /
kaṇṭapuccaṉai /
kaẕuttu kiranti","கணடமாைல/
கணடபுச்சை் /
கழுதது கிரநதி"
ISMT-4.16.64,"ulcers or swelling of
gland of throat",Syphilitic sores or ulcers formed inside the throat,Kaṇṭa kiranti,கணட கிரநதி
ISMT-4.16.65,congenital syphilis,,Kerppa kiranti,பகர்ப்ப கிரநதி
ISMT-4.16.66,carbuncle on head,,Ucci piḷavai,உச்சி பிளைவ
ISMT-4.16.67,person with sores,,Puttu (Punnaali),புணணாளி
ISMT-4.16.68,"abnormal hard and
soft mass/lump",Occurring either internally or externally,Eẕuvai,எழுைவ
ISMT-4.16.69,umbilical hernia,,Kumiẕi nōy / koppuḷ nōy,"குமிழி தநாய /
பகாப்புள தநாய"
ISMT-4.16.70,discharge of pus,,Cīẕ pāyccal,்சீழ பாயச்சல்
ISMT-4.16.71,"inguinal
lymphadenopathy",,Araiyāppu kaṭṭi,அைரயாப்பு கடடி
ISMT-4.16.72,fissured ulcer,,Veṭi kāyam,பவடி காயம்
ISMT-4.16.73,nerve injury,,"Narampaṟṟal /
narampaṟuttal","நரம்பற்றல் /
நரம்பறுததல்"
ISMT-4.16.74,"preoperative
procedure",Preparation before any planned procedure,Muṉvacam,முனவ்சம்
ISMT-4.16.75,watery discharge,,"Nīrccerippu / nīr vaṭital /
nīr coṟital / nīr oẕukku","நீர்சப்சாிப்பு /
நீர் வடிதல் /
நீர் ப்சாறிதல் /
நீர் ஒழு்ககு"
ISMT-4.16.76,diseases of veins,,Nāḷaka nōy / nāḷa nōy,"நாளக தநாய /
நாள தநாய"
ISMT-4.17.1,rodent ulcer on cheek,,Kaṉṉa kiranti,கன் கிரநதி
ISMT-4.17.2,benign tumour,"A tumour that lacks the ability to either invade neighbouring
tissue or metastasize (spread throughout the body)","Naṉ maṟavaikkaṭṭi /
naḷiṉap puṟṟu","நன மறைவ்ககடடி /
நளி்ப் புற்று"
ISMT-4.17.3,hypergranulation,Proud flesh in wounds and ulcers,"Tuṉmāṅkiṣam /
turmāmicam","துனமாஙகிஷம் /
துர்மாமி்சம்"
ISMT-4.17.4,buccal cancer,,"Kaṉṉappiḷavai /
kaṉṉappuṟṟu","கன்ப்பிளைவ /
கன்ப்புற்று"
ISMT-4.17.5,tongue cancer,,Nākkuppuṟṟu,நா்ககுப்புற்று
ISMT-4.17.6,throat cancer,,Toṇṭai puṟṟu,பதாணைட புற்று
ISMT-4.17.7,breast abscess,A localized collection of pus in breast tissue,Maṭu viṟpuruti,மடு விற்புருதி
ISMT-4.17.8,breast tumour,"A lump in breast which is either fixed or movable and may be
benign or malignant","Nakir puṟṟu /
staṉa vippuruti","நகிர் புற்று / ஸ்த்
விப்புருதி"
ISMT-4.17.9,blood cancer,,Iratta vippuruti,இரதத விப்புருதி
ISMT-4.17.10,"cancer of cervix and
vagina",,"Mātar yōṉippuṟṟu /
yōṉippuṟṟu","மாதர் தயா்ிப்புற்று /
தயா்ிப்புற்று"
ISMT-4.17.11,"hepatocellular
carcinoma",,Karaḷ puṟṟu,கரள புற்று
ISMT-4.17.12,"cancer of penis /
testis including
scrotum",,Liṅka puṟṟu,லிஙக புற்று
ISMT-4.17.13,haemangioma,Benign tumour made up of blood vessels,Irattakkaẕalai,இரதத்ககழைல
ISMT-4.17.14,uterine tumour,"Characterized by lower abdominal pain, feeling like fetal
quickening; excretion of hard stools resembling pellets of
goat excreta; marked weight loss / hydatidiform mole / fibroid",Karppa vippuruti,கர்ப்ப விப்புருதி
ISMT-4.17.15,tumours in joint space,Mass of unusual cells growing in joints due to aiyam vaḷi,Cantu vippuruti,்சநது விப்புருதி
ISMT-4.17.16,tumours in eye,"Disease of eyelids accompanied by thickening of lids, pain in
corner of eyes, mucopurulent discharge, itching, irritation,
inability to open eyes, inflammation and burning",Kuvaḷai vippuruti,குவைள விப்புருதி
ISMT-4.17.17,cold abscess,"A cold abscess filled with cheesy liquid like pus; generally
burrows through the soft parts until it opens externally by a
sinus or fistula; occurs in several parts of body and is due to
chronic inflammation of periosteum and surrounding tissue",Oṭu vippuruti,ஒடு விப்புருதி
ISMT-4.17.18,cancer of head,Abnormal growth on head which may be benign or malignant,Kapāla puṟṟu,கபால புற்று
ISMT-4.18.1,psychiatric condition,"Frenzied speech, anger, irritability, excitability,
haughtiness, arrogance","Cerukku nōy / akaṅkāra
nōy / mata nōy","ப்சரு்ககு தநாய /
அகஙகார
தநாய / மத தநாய"
ISMT-4.18.2,maniac,,Veṟi koḷḷūtal,பவறி பகாளளூதல்
ISMT-4.18.3,mad quality,,Veṟi kuṇam,பவறி குணம்
ISMT-4.18.4,intoxicating drug,,Veṟitarum maruntu,பவறிதரும் மருநது
ISMT-4.18.5,"maniacal illness due
to deranged vaḷi","Characterized by laughing, singing dancing, crying, abnormal
gait that becomes aggravated after intake of food",Vaḷi veṟi,வளி பவறி
ISMT-4.18.6,"maniacal illness due
to deranged aẕal","Characterized by excitement, impatience, wandering without
dress, anger and liking for cold and shady places",Aẕal veṟi,அழல் பவறி
ISMT-4.18.7,"maniacal illness
due to toxins","there is also blackish discoloration of body, redness of eyes
and impairment of senses",Nañcu veṟi,நஞசு பவறி
ISMT-4.18.8,"maniacal illness due
to deranged aiyam","Characterized by sleepiness, liking to be alone, increased
salivation, pallor, physical inactivity and speech disturbances",Aiyam veṟi,ஐய பவறி
ISMT-4.18.9,"maniacal illness due
to sorrow- depression",Characterized by laughing and blabbering,Cōka veṟi,த்சாக பவறி
ISMT-4.18.10,"maniacal illness with
severe symptoms due
to derangement of all
three humours",,Mukkuṟṟam veṟi,மு்ககுற்ற பவறி
ISMT-4.18.11,euphoria/intoxication,"A state of excessive intoxication, possibly due to alcohol,
narcotics, lust, metabolic insults, etc., leading to an
overriding feeling of euphoria, rut or rage; classified in four
types; occurs mainly due to derangement of aẕal humour","Mata rōkam / matattai
uṇṭākkum viyāti / matam /
cerukku nōy / cerukkam","மத தராகம் / மததைத
உணடா்ககும் வியாதி /
மதம் / ப்சரு்ககு தநாய /
ப்சரு்ககம்"
ISMT-4.18.12,"psychosomatic illness
due to vitiated vaḷi","Characterized by haughtiness, shrinkage of skin, dryness of
face, hiccough, dyspnoea, insomnia, tremor, pricking pain
throughout body and hoarseness of voice",Vaḷi cerukku nōy,வளி ப்சரு்ககு தநாய
ISMT-4.18.13,"psychosomatic illness
due to vitiated aẕal","Characterized by haughtiness, dryness of tongue, increased
body temperature, sweating, giddiness, diarrhoea, thirst and
anaemia, followed by jaundice",Aẕal cerukku nōy,அழல் ப்சரு்ககு தநாய
ISMT-4.18.14,"psychosomatic illness
due to alcoholism","Caused by alcoholic addiction, characterized by redness of
eye, giddiness, stupor",Kuruti cerukku nōy,குருதி ப்சரு்ககு தநாய
ISMT-4.18.15,"psychosomatic illness
due to vitiated aiyam","Characterized by haughtiness, weight gain, feeling heavy,
feeling chilled, continuous vomit, loss of taste sensation,
palpitation, laziness, excessive sleep",Aiya cerukku nōy,ஐய ப்சரு்ககு தநாய
ISMT-4.18.16,"psychosomatic illness
due derangement of
all three humours","Vitiation of mukkuṟṟam; characterized by haughtiness,
decreased physical strength, shrunken skin, dull face,
hiccough, difficulty in breathing, decreased pulse, tremors in
hand, leg and head, loss of sleep, pricking pain, hoarseness
of voice, blabbering speech, dryness of tongue",Mukkuṟṟa cerukku nōy,"மு்ககுற்ற
ப்சரு்ககு தநாய"
ISMT-4.18.17,mental disorder,"Mental illness or psychiatric disorder is a behavioural or
mental pattern exhibiting a range of conditions that affect
mood, thinking and behaviour; caused by vitiation of aẕal and
vaḷi in hyperactivity and vitiation of aiyam in depression","Paittiya rōkam /uḷa nōy /
maṉa nōy /maṉappiṇi /
maṉa viyāti","ைபததிய தராகம் /
உள தநாய /
ம் தநாய /
ம்ப்பிணி /
ம் வியாதி"
ISMT-4.18.18,psychosis,"Mental disorder characterized by hallucinations, delusions,
agitation, incoherent speech, sleeplessness, etc.; caused by
derangement of three humors; there are of six types","Citta piramai /
maṉappiramai /
uṉmattam /
uḷapiṟaẕ","்சிதத பிரைம /
ம்ப்பிரைம /
உனமததம் /
உளபிறழ"
ISMT-4.18.19,"morbid feeling with
delirious state of
psychosis",,Cittavippiramam,்சிததவிப்பிரமம்
ISMT-4.18.20,phobia / fear disorder,,Payappiṇi / tairiya naṭṭam,"பயப்பிணி /
ைதாிய நடடம்"
ISMT-4.18.21,"person with
mental disorder",,"Pittar / maṉam
pētalittavaṉ","பிததர் / ம்ம்
தபதலிததவன"
ISMT-4.18.22,"infertility due
to infections",,"Malaṭṭu puẕu /
malaṭṭu pūccu","மலடடு புழு /
மலடடு பூசசு"
ISMT-4.18.23,depression,Caused mainly by vitiation of aiyam,"Maṉakkiḷariṉmai /
maṉattaḷarcci","ம்்ககிளாினைம /
ம்ததளர்ச்சி"
ISMT-4.18.24,phobia,A state of extreme fear,Maruṭpōl iruttal,மருடதபால் இருததல்
ISMT-4.18.25,madness,"A condition causing serious disorder in behaviour or thinking;
due to vitiated pittam",Payittiyam,பயிததியம்
ISMT-4.18.26,perception,,Maṉakkāṭci,ம்்ககாட்சி
ISMT-4.18.27,hyperexcitability,"A state or condition of being unusually or
excessively excitable",Maṉakkiḷarcci,ம்்ககிளர்ச்சி
ISMT-4.18.28,unstable mind,,Maṉakkuraṅku,ம்்ககுரஙகு
ISMT-4.18.29,ignorance,,Maṉakkuruṭu,ம்்ககுருடு
ISMT-4.18.30,confusion,,Maṉakkuẕappam,ம்்ககுழப்பம்
ISMT-4.18.31,agitated mind,,Maṉakkotippu,ம்்கபகாதிப்பு
ISMT-4.18.32,exhaustion of mind,,"Maṉaṅkuṉṟal /
maṉam oṭuṅkal","ம்ஙகுனறல் /
ம்ம் ஒடுஙகல்"
ISMT-4.18.33,depressive mind,,"Maṉam calittal /
maṉam aluttal","ம்ம் ்சலிததல் /
ம்ம் அலுததல்"
ISMT-4.18.34,hallucination,,"Maṉappēy /
matimayakku","ம்ப்தபய /
மதிமய்ககு"
ISMT-4.18.35,arrogance,,Matam,மதம்
ISMT-4.18.36,internal joy,,Maṉakkaḷippu,ம்்ககளிப்பு
ISMT-4.18.37,perturbation of mind,,Maṉakkulaivu,ம்்ககுைலவு
ISMT-4.18.38,sympathizing,,Maṉaṅkacital / iraṅkal,"ம்ஙக்சிதல் /
இரஙகல்"
ISMT-4.18.39,amnesia atonita,"A mental disorder characterized by stupor, immobility and
indifference",Maṉappirānti,ம்ப்பிராநதி
ISMT-4.18.40,mental aberration,,"Maṉappaittiyam / niṉaivu
taṭumāṟṟam","ம்ப்ைபததியம் /
நிை்வு தடுமாற்றம்"
ISMT-4.18.41,broken-hearted,,Maṉamuṭaital,ம்முைடதல்
ISMT-4.18.42,stubbornness of mind,,Maṉamuraṇṭu,ம்முரணடு
ISMT-4.18.43,composure of mind,,Maṉavamaiti,ம்வைமதி
ISMT-4.18.44,amentia agitata,"A mental disorder with great excitement and continuous
hallucinations",Maṉa vikāram,ம் விகாரம்
ISMT-4.18.45,paranoia,A mental disease characterized by systematized delusion,Maṉappittu,ம்ப்பிதது
ISMT-4.18.46,delusion,,"Maṉappiramai/
maṉamayakkam","ம்ப்பிரைம /
ம்மய்ககம்"
ISMT-4.18.47,"psychiatric disease /
mental disorder","A group of psychiatric disorders caused by vitiated aẕal;
general causes include excessive anger, sexual perversion,
impounding guilt, sleeplessness, agitation, wandering,
hallucination, sudden loss of wealth due to robbery, offshoots
of karma, etc.; there are 64 types with 18 types of functional
psychosis classified under chronic schizophrenia, catatonic
withdrawal, catatonic excitement, and maniacal excitement",Kirikai,கிாிைக
ISMT-4.18.48,"chronic schizophrenia
characterized by
running amok and
remaining mute","Characterized by running amok, nodding of head, saluting,
muteness, failure to accept commands, scratching of floor
with nails, eating whatever is given, sleeplessness, wetting of
clothes by passing urine",Aṉaṟkirikai,அ்ற்கிாிைக
ISMT-4.18.49,"chronic schizophrenia
due to increased aẕal","Characterized by disorganized behaviour such as tearing
clothes, eating stools and smearing them on naked body,
spitting of saliva on others and self, rolling on mud, and
phobia for water",Pitta kirikai,பிதத கிாிைக
ISMT-4.18.50,"chronic schizophrenia
with knocking of head","Characterized by eating stools, knocking of head on floor,
splashing water on head, drenching self in rain, eating ashes
and left-over food, barking like dog, saluting dogs and
sticking tongue out and in repeatedly",Eccil kirikai,எச்சில் கிாிைக
ISMT-4.18.51,"catatonic withdrawal
with profuse
sweating and chills","Characterized by closing eyes and shutting mouth,
speechlessness, profuse sweating and chilliness of body,
grinding of teeth, moving from one place to another and
sitting in mud, dirt, etc.",Vāta kirikai,வாத கிாிைக
ISMT-4.18.52,"catatonic withdrawal
with banging of floor,
fear of humans","Characterized by yawning, watery eyes with paleness,
banging hands on floor, frenzied speaking, making signs with
fingers, frequent sleeping, wetting of clothes and
fear of humans",Cilēttumak kirikai,்சிதலததும்க கிாிைக
ISMT-4.18.53,"manic excitement
with beating and
spitting on others face","Characterized by running, senseless hugging of females,
beating other persons in anger, spitting on face, dancing and
voracious eating",Nātavintu kirikai,நாதவிநது கிாிைக
ISMT-4.18.54,"chronic schizophrenia
with rolling on ashes,
grumbling and biting
people","Characterized by grumbling, biting and beating humans,
rolling on ashes, flinging dirt, mud on head, froth in mouth,
dancing, injuring others, causing cut wounds",Pūta kirikai,பூத கிாிைக
ISMT-4.18.55,"chronic schizophrenia
characterized by
rolling on water","Characterized by rolling on water, fleeing on seeing water,
eating mud, salutes and smiles at persons adorned with
jewels, sleeplessness",Jala kirikai,ஜைல கிாிைக
ISMT-4.18.56,"maniacal excitement
with increase of
reproductive fluids","Characterized by abusing others, increased reproductive
fluids, laughing at women, refusing to eat, grumbling,
obsessive eating of betel leaf, talking to self, pallor,
sympathetic speech and tearing of clothes being worn",Mōkiṉik kirikai,தமாகி்ி்க கிாிைக
ISMT-4.18.57,"chronic schizophrenia
with symptoms of
pelting stones, crying","Characterized by grumbling, closing eyes, pelting stones,
crying, drenching in water, staying nude, running amok,
biting children, frequent lying, drooling of saliva and
rolling of eyes",Kal eri kirikai,கல் எாி கிாிைக
ISMT-4.18.58,"chronic schizophrenia
with obeying of
commands and
accomplishment
of tasks","Characterized by saluting humans, animals, voracious
eating, obeying commands and accomplishing tasks,
grunting, beating females and children; frequently brushing
teeth and altered gait",Kumpiṭu kirikai,கும்பிடு கிாிைக
ISMT-4.18.59,"catatonic excitement
with grumbling and
cries","Characterized by clenching fingers, meaningless talk, crying
and shedding tears often, remaining restless and
speechless, grumbling, not staying in one place, setting
fire to houses",Muṇaṅkal kirikai,முணஙகல் கிாிைக
ISMT-4.18.60,"catatonic withdrawal
with repetition of what
someone says and
remaining motionless","Characterized by closing eyes, remaining motionless,
pinching self, tearing clothes, repeating what someone says,
eating turmeric and avoiding food",Alar kirikai,அலர் கிாிைக
