term_id,english_term,description,transliteration,native_term
IUMT-5.4.20,insensitivity of teeth,"A morbid state characterized by loss of
sensation of teeth due to chewing of sour and
astringent things",Ḍirs,سرض
IUMT-5.4.21,hypersensitivity of teeth,"A morbid state characterized by increased
sensitivity of teeth due to loss of their uppermost
covering, causing increased sensation to cold
and hot things",Dhahāb Mā’ al-Asnān,نانسلاا ءام باھذ
IUMT-5.4.22,tooth worm,"A morbid state characterized by presence of
small worms in teeth",Dūd al-Asnān,نانسلاا دود
IUMT-5.5.0,"diseases of respiratory
system",Diseases of respiratory system,Amrāḍ-i-Niẓām-i-Tanaffus,سفنت ماظن ضارما
IUMT-5.5.1,tracheitis,"Inflammation of trachea; a morbid state
characterized by mild fever and pain, pulsation
in interscapular region and hoarseness of voice",Waram-i-Qaṣaba’-i-Ri’a,"ہئر ہبصق مرو
ٔ"
IUMT-5.5.2,tracheal ulcers,"A morbid state characterized by fishy breath
with little expectoration",Qurūḥ-i-Qaṣaba’-i-Ri’a,"ہئر ہبصق حورق
ٔ"
IUMT-5.5.3,"intermittent trembling
of trachea","A morbid state characterized by shaking of voice
at intervals during conversation",Ikhtilāj al-Qaṣaba,ةبصقلا جلاتخا
IUMT-5.5.4,"continuous trembling
of trachea","A morbid state characterized by shaky voice
throughout conversation",Irti‘āsh al-Qaṣaba,ةبصقلا شاعترا
IUMT-5.5.5,roughness of trachea,"A morbid state usually caused by dust and
smoke and characterized by cough",Khushūnat-i-Qaṣaba,ہبصق تنوشخ
IUMT-5.5.6,weakness of lungs,"A morbid state characterized by cough with little
expectoration, loss of appetite, loss of body
weight, noisy breathing, puffy eyes, lethargy,
loose motions, etc.",Ḍu‘f-i-Ri’a,ہئر فعض
IUMT-5.5.7,dyspnoea,"A morbid state characterized by difficulty in
breathing due to narrowing of air passages; this
term does not cover Ḍīq al-Tanaffus mentioned
under signs and symptoms",Ḍīq al-Nafas,سفنلا قیض
IUMT-5.5.8,orthopnoea,"A morbid state in which patient can breath only
in sitting posture with raised head",Intiṣāb al-Nafas,سفنلا باصتنا
IUMT-5.5.9,cardiac asthma,"Severe shortness of breath, characterized by
difficulty in breathing due to congestion of
lung arteries",Buhr,رھب
IUMT-5.5.10,bronchial asthma,"Shortness of breath, characterized by difficulty
in breathing due to narrowing of bronchioles",Rabw,وبر
IUMT-5.5.11,"catarrhal bronchial
asthma","Shortness of breath due to catarrh,
characterized by sudden aggravation of
dyspnoea along with postnasal drip, headache
and heaviness of head",Rabw Nazlī,یلزن وبر
IUMT-5.5.12,"phlegmatic bronchial
asthma","Shortness of breath due to phlegmatic matter,
characterized by gradual aggravation of
dyspnoea, noisy breathing, heaviness of chest
and thick sputum",Rabw Balghamī,
IUMT-5.5.13,"bronchial asthma due to
vapours","Shortness of breath due to vapours arising from
heart, characterized by dyspnoea with dry
cough, increased thirst and palpitation",Rabw Dukhānī,ىناخد وبر
IUMT-5.5.14,"bronchial asthma due to
gases","Shortness of breath due to gases, characterized
by dyspnoea without heaviness of chest, dry
cough and intensification of symptoms after
taking flatulent diets",Rabw Rīḥī,يحیر وبر
IUMT-5.5.15,"bronchial asthma due to
paralysis of muscles","Shortness of breath due to paralysis of muscles,
characterized by breathlessness in the
recumbent position",Rabw Istirkhā’ī,يئاخرتسا وبر
IUMT-5.5.16,"bronchial asthma due to
dryness in the lungs","Shortness of breath due to predominance of
dryness in the lungs, characterized by
dyspnoea, dry cough, increased thirst, high-
pitched voice and relief with usage of
moistness-producing things",Rabw Yubsī,يسبی وبر
IUMT-5.5.17,"bronchial asthma due to
inflammation","Shortness of breath due to inflammatory
conditions of lung, characterized by dyspnoea
along with the clinical features of
causative disease",Rabw Waramī,يمرو وبر
IUMT-5.5.18,"bronchial asthma due to
increased heat of lungs","Shortness of breath due to increased heat of
lungs, characterized by dyspnoea along with
other features of increased heat",Rabw Ḥārr,راح وبر
IUMT-5.5.19,"bronchial asthma due
to cold","Shortness of breath due to increased coldness
of lungs, occurring after exposure to cold
environment and intake of things of cold
temperament, characterized by dyspnoea
and dry cough",Rabw Bārid,دراب وبر
IUMT-5.5.20,cough,"Reflex action of body to get rid of some irritative
substance from the respiratory air passage",Su‘āl / Surfa,ہفرس / لاعس
IUMT-5.5.21,dry cough,Cough not accompanied by expectoration,Su‘āl Yābis,سبای لاعس
IUMT-5.5.22,productive cough,Cough accompanied by expectoration,Su‘āl Raṭb,بطر لاعس
IUMT-5.5.23,acute catarrhal cough,"Cough due to acute catarrh, characterized by
coughing which becomes worst at night along
with irritation of throat, stuffy nose, etc.",Surfa Nazlī Ḥārr,راح يلزن ہفرس
IUMT-5.5.24,chronic catarrhal cough,"Cough due to chronic catarrh, occurring after
cold, characterized by severe cough with
viscid sputum",Surfa Nazlī Bārid,دراب يلزن ہفرس
IUMT-5.5.25,"cough due to moistness
on the lungs","Cough due to predominance of moistness in the
lungs, usually occurring during old age and in
persons having moist temperament,
characterized by cough with noisy breathing",Surfa Ruṭūbī,يبوطر ہفرس
IUMT-5.5.26,"cough due to dryness on
the lungs","Cough due to predominance of dryness in the
lungs, characterized by coughing which
becomes worse during physical exertion, hunger
and after intake of things of dry temperament
and subsides during rest and after usage of
moistness-producing regimens",Surfa Yubsī,يسبی ہفرس
IUMT-5.5.27,epidemic cough,"Epidemic form of disease characterized by
severe cough, decreased thirst, loss of appetite
and puffiness of face and eyes",Surfa Wabā’ī,يئابو ہفرس
IUMT-5.5.28,children’s cough,"A morbid state caused by predominance of
moistness, dryness of trachea or dust and
smoke, characterized by cough which may be
productive or nonproductive",Su‘āl-i-Aṭfāl,لافطا لاعس
IUMT-5.5.29,eruptions in lungs,"A morbid state characterized by fast and shallow
breathing, heaviness of chest, feeling of heat in
the chest, and body without fever",Buthūr al-Ri’a,ةئرلا روثب
IUMT-5.5.30,loud stridor,"Noisy breathing during sleep, caused by excess
of secretions in the lungs",Kharkhara ‘Aẓīma,ہمیظع ہرخرخ
IUMT-5.5.31,haemoptysis,"Coughing up of blood, characterized by
expectoration of blood or blood-stained sputum",Nafth al-Dam,مدلا ثفن
IUMT-5.5.32,pneumonia,"Inflammation of lungs, characterized by
continuous high-grade fever, severe dyspnoea,
cough, thirst, heaviness in anterior part of chest,
pain in chest and interscapular area, etc.",Dhāt al-Ri’a,ةئرلا تاذ
IUMT-5.5.33,sanguineous pneumonia,"Inflammation of lungs due to sanguine,
characterized by severe dyspnoea, cough,
redness of tongue, eyes and cheeks, throbbing
pain of chest, drowsiness and
stickiness in mouth",Dhāt al-Ri’a Damawī,یومد ةئرلا تاذ
IUMT-5.5.34,bilious pneumonia,"Inflammation of lungs due to yellow bile,
characterized by moderate dyspnoea, dry
cough, fever, intense thirst, dryness of tongue,
feeling of heat in chest and yellowish
colour of urine",Dhāt al-Ri’a Ṣafrāwī,یوارفص ةئرلا تاذ
IUMT-5.5.35,phlegmatic pneumonia,"Inflammation of lungs due to phlegm,
characterized by dyspnoea, cough, heaviness
in chest and excessive salivation",Dhāt al-Ri’a Balghamī,یمغلب ةئرلا تاذ
IUMT-5.5.36,infantile pneumonia,"Inflammation of lungs of children, characterized
by breathlessness, fever, thirst and
dryness of mouth",Waram-i- Ri’a’-i-Aṭfāl,"لافطا ہیر مرو
ٔ"
IUMT-5.5.37,phthisis/ tuberculosis,"Ulceration of lungs leading to emaciation of
body, characterized by ulceration of lungs,
haemoptysis, continuous mild fever with
tendency to increase after food intake and
during night, and emaciation",Sill,لس
IUMT-5.5.38,"condition similar to
phthisis","A morbid state characterized by severe cough
with expectoration and breathlessness without
ulceration of lungs",Sill Ghayr Ḥaqīqī,يقیقحریغ لس
IUMT-5.5.39,"pyoptysis Expectoration of pus; a morbid state caused by
ulcers of lungs, larynx, pharynx, trachea or
oesophagus and infiltration of sharp erosive
humours into lungs",,Nafth al-Midda,
IUMT-5.5.40,pleuritis,"Inflammation in the right or left side of chest, a
morbid state caused by inflammation of
pleural membranes",Dhāt al-Janb,بنجلا تاذ
IUMT-5.5.41,"pain of side of chest due to A morbid state characterized by pain of side of
inflammation of internal or chest, fever and cough
external muscles of chest
or diaphragm",,Dhāt al-Janb Ḥaqīqī,يقیقح بنجلا تاذ
IUMT-5.5.42,"pain of side of chest due
to inflammation of internal
muscles of chest, pleurae
or diaphragm","A morbid state characterized by fever, dry cough
in the initial stages, breathlessness and pain",Dhāt al-Janb Khāliṣ,صلاخ بنجلا تاذ
IUMT-5.5.43,"pain of side of chest due A morbid state characterized by continuous
to sanguineous inflamma- high-grade fever, pain of side of chest with
tion of internal muscles of burning sensation, cough with reddish sputum,
chest, pleurae or dia- severe breathlessness, etc.
phragm",,"Dhāt al-Janb Khāliṣ
Damawī",یومد صلاخ بنجلا تاذ
IUMT-5.5.44,"pain of side of chest due A morbid state characterized by severe pain of
to bilious inflammation of side of chest with intense burning sensation,
internal muscles of chest, high-grade fever, cough with yellowish sputum,
pleurae or diaphragm intense thirst, delirium, etc.",,"Dhāt al-Janb Khāliṣ
Ṣafrāwī","صلاخ بنجلا تاذ
یوارفص"
IUMT-5.5.45,"pain of side of chest due to A morbid state characterized by mild fever, pain
phlegmatic inflammation of of side of chest with heaviness, headache,
internal muscles of chest, continuous lacrimation, cough with whitish
pleurae or diaphragm sputum, puffiness of face, etc.",,"Dhāt al-Janb Khāliṣ
Balghamī",یمغلب صلاخ بنجلا تاذ
IUMT-5.5.46,"pain of side of chest due A morbid state characterized by pain of side
to melancholic inflamma- of chest, dry cough in initial stages and blackish
tion of internal muscles expectoration in later stages, fever, blackish
of chest, pleurae or discoloration of face, dryness of mouth,
diaphragm roughness of tongue, etc.",,"Dhāt al-Janb Khāliṣ
Sawdāwī",یوادوس صلاخ بنجلا تاذ
IUMT-5.5.47,"pain of side of chest
due to inflammation
of external muscles of
chest with or without
involvement of skin","A morbid state characterized by cough without
expectoration, and pain on touching the
affected area","Dhāt al-Janb Ghayr
Khāliṣ",صلاخ ریغ بنجلا تاذ
IUMT-5.5.48,false pleurodynia,"Pain of side of chest due to accumulation of
gases; a morbid state characterized by pain of
side of chest due to accumulation of gases
between pleural membranes","Dhāt al-Janb Ghayr
Ḥaqīqī",يقیقح ریغ بنجلا تاذ
IUMT-5.5.49,epidemic pleurodynia,"Epidemic of pain of side of chest; a morbid state
characterized by pain of side of chest, mild
fever, cough, fetid breath and syncope",Dhāt al-Janb Wabā’ī,یئابو بنجلا تاذ
IUMT-5.5.50,"inflammation of anterior A morbid state characterized by continuous
part of mediastinal pleura fever, restlessness, pain of anterior part of
chest, breathlessness and inability to sleep on
back and sides",,Dhāt al-Ṣadr,ردصلا تاذ
IUMT-5.5.51,"inflammation of posterior
part of mediastinal
pleura","A morbid state characterized by cough,
restlessness, severe piercing pain in the
interscapular area and inability of patient to
sleep on the back",Dhāt al-‘Arḍ,ضرعلا تاذ
IUMT-5.5.52,diaphragmitis,"Inflammation of the diaphragm; a morbid state
characterized by high-grade fever, dry cough,
burning sensation, intense thirst, right upper
quadrant pain, etc.",Barsām,ماسرب
IUMT-5.5.53,"intercostal pain Inflammation of posterior part of diaphragm
(false ribs); a morbid state characterized by pain
due to inflammation of posterior part of
diaphragm which is attached to false ribs",,Shūṣa,ہصوش
IUMT-5.5.54,restricted breathing,"Restricted breathing due to predominance of
coldness in chest; a morbid state characterized
by shortness of breath with relief in sitting
position, and tightened chest muscles","Jumūd al-Ṣadr / Bard
al-Ṣadr",ردصلا درب / ردصلا دومج
IUMT-5.5.55,empyema,"Collection of pus in the pleural cavity; a morbid
state in which pus accumulates in the area
between lungs and inner surface of chest wall,
characterized by mild fever, heaviness of chest,
pain, breathlessness and dry or productive cough",Taqayyuḥ-i-Ṣadr,ردص حیقت
IUMT-5.6.0,diseases of heart,,Amrāḍ-i-Qalb,بلق ضارما
IUMT-5.6.1,pain of heart,"A morbid state caused by morbid temperament
of heart, inflammation or humoural imbalance",Waja‘ al-Qalb / Dard-i-Dil,لد درد / بلقلا عجو
IUMT-5.6.2,palpitation,"Feeling of trembling of heart; a morbid condition
characterized by increased heart beat which is
noticed by patient",Khafaqān,ناقفخ
IUMT-5.6.3,"palpitaton due to hot Trembling of heart due to hot morbid
morbid temperament temperament of heart; a morbid state
of heart characterized by trembling of heart,
restlessness, thirst, excessive anger and
reddish urine",,Khafaqān Ḥārr,راح ناقفخ
IUMT-5.6.4,"sanguineous palpitation Sanguineous trembling of heart; a morbid state
characterized by trembling of heart, swift and
large pulse, distended vessels, lethargy, etc.",,Khafaqān Damawī,یومد ناقفخ
IUMT-5.6.5,"bilious palpitation Bilious trembling of heart; a morbid state
characterized by trembling of heart, rapid and
hard pulse, restlessness, sleeplessness, intense
thirst, bitterness and dryness of mouth and
yellowish discoloration of face",,Khafaqān Ṣafrāwī,یوارفص ناقفخ
IUMT-5.6.6,"palpitation due to cold Trembling of heart due to cold morbid
morbid temperament of temperament of heart; a morbid state
heart characterized by trembling of heart, fear,
cowardice, strong emotions, sleepiness,
whitish urine, etc.",,Khafaqān Bārid,دراب ناقفخ
IUMT-5.6.7,phlegmatic palpitation,"Phlegmatic trembling of heart; a morbid state
characterized by trembling of heart, fear, sinking
feeling, breathlessness, soft pulse and
whitish urine",Khafaqān Balghamī,یمغلب ناقفخ
IUMT-5.6.8,melancholic palpitation,"Melancholic trembling of heart; a morbid state
characterized by trembling of heart, grief and
sorrow, restlessness, altered thoughts and
hallucinations",Khafaqān Sawdāwī,یوادوس ناقفخ
IUMT-5.6.9,"palpitation due to gases Trembling of heart due to gases; a morbid state
characterized by trembling of heart, excessive
belching and other features of
accumulation of gases",,Khafaqān Rīḥī,يحیر ناقفخ
IUMT-5.6.10,,,,
IUMT-5.6.11,,,,
IUMT-5.6.12,,,,
IUMT-5.6.13,,,,
IUMT-5.6.14,,,,
IUMT-5.6.15,syncope,"Fainting; a morbid state characterized by
temporary loss of consciousness, pale face,
cold extremities and weak pulse due to
weakness of heart; this term does not cover
Subāt (prolonged state of deep sleep)
mentioned under diseases",Ghashī,يشغ
IUMT-5.6.16,"fainting due to congestion
of fluids in body",,Ghashī Imtilā’ī,يئلاتما يشغ
IUMT-5.6.17,"fainting due to excessive
evacuation","Fainting due to excessive evacuation of
fluids from body",Ghashī Istifrāghī,يغارفتسا يشغ
IUMT-5.6.18,"fainting due to deranged
temperament","Fainting due to deranged temperament of body;
a morbid state caused by hot or cold morbid
temperament of the body",Ghashī Sū’-i-Mizājī,يجازم ءوس يشغ
IUMT-5.6.19,"fainting due to severe
pain",,Ghashī Waja‘ī,يعجو يشغ
IUMT-5.6.20,"fainting due to obstruction
in vessels",,Ghashī Suddī,يدس يشغ
IUMT-5.6.21,"fainting due to severe
starvation",,Ghashī Jū‘ī,يعوج يشغ
IUMT-5.6.22,"fainting due to excessive
physical exertion and
dryness","Fainting due to excessive physical exertion and
predominance of dryness in the body",Ghashī Ta‘bī-o-Yubsī,
IUMT-5.6.23,"fainting due to over-
whelming emotions",,"Ghashī Az ‘Awāriḍ
Nafsānī",يناسفن ضاروع زا يشغ
IUMT-5.6.24,"fainting due to involve-
ment of stomach","A morbid state preceded by nausea, yawning
and restlessness",Ghashī Mi‘dī,یدعم يشغ
IUMT-5.6.25,fainting due to hysteria,,"Ghashī Az Ikhtināq al-
Raḥim",محرلا قانتخا زا يشغ
IUMT-5.6.26,fainting due to fever,,Ghashī Ḥummī,ىمح يشغ
IUMT-5.6.27,fainting due to poisoning,,Ghashī Az Sumūm,مومس زا يشغ
IUMT-5.6.28,loss of vitality,"A morbid state characterized by sudden loss of
vitality and difficult body movements due to
congestion of fluids, accumulation of thick
humours in stomach and vessels, acute fevers
and during epidemics",Suqūṭ al-Quwwa,ۃوقلا طوقس
IUMT-5.6.29,carditis,"Inflammation of the heart; a morbid state,
usually acute in nature, characterized by severe
palpitation, irregular pulse, severe burning
sensation and heaviness in body and around
respiratory organs, and repeated fainting",Waram al-Qalb,بلقلا مرو
IUMT-5.6.30,inflammation of atria,"A morbid state occurring after acute diseases
and chronic fevers characterized by heaviness
at cardiac end of stomach and lungs, pale face,
frequent fainting, puffy swollen eyelids,
breathlessness, etc.","Waram-i-Udhunayi’l
Qalb",بلقلا ینذا مرو
IUMT-5.6.31,pericarditis,"Inflammation of outer covering of heart; a
morbid state characterized by fainting and loss
of vitality after jerky movements of pulse",Waram-i-Ghishā’-i-Qalb,بلق ءاشغ مرو
IUMT-5.6.32,"pericardial effusion /
pericardial congestion","Collection of fluids in covering of heart; a morbid
state characterized by slow irregular pulse,
abnormal respiration and nasal flaring",Imtilā’-i-Ghilāf-i-Qalb,بلق فلاغءلاتما
IUMT-5.6.33,"sensation of squeezing
of the heart","A morbid state caused by infiltration of
melancholic matter into heart and characterized
by sensation of squeezing of heart, partial loss
of consciousness and excessive salivation",Ḍaghṭ al-Qalb,بلقلا طغض
IUMT-5.6.34,"sensation of scratching
of heart","A morbid state characterized by sensation of
scratching of heart, severe pain accompanied
by brief loss of consciousness and excessive
perspiration",Taqashshur al-Qalb,بلقلا رشقت
IUMT-5.6.35,"sensation of bouncing of
heart","A morbid state in which the patient feels that the
heart is trying to come out of chest due to hot
morbid temperament of heart",Qadhf al-Qalb,بلقلا فذق
IUMT-5.6.36,"sensation of floating of
heart","A morbid state in which the patient feels that the
heart is floating due to involvement of liver
and stomach","Iḥtiwā’ al-Ruṭūba ‘ala’l
Qalb",بلقلا ىلع ةبوطرلا ءاوتحا
IUMT-5.6.37,"sensation of upward
pulling of heart","A morbid state caused by burnt humours,
characterized by sensation of upward pulling
of heart, leading to fainting, altered sensorium
and palpitation","‘Illat Dukhāniyya /
Dukhāniyat-i-Qalb",بلق تیناخد / ہیناخد تلع
IUMT-5.6.38,"sensation of downward
pulling of heart","A morbid state caused by accumulation of bad
humours in the liver leading to sensation of
downward pulling of heart, partial fainting and
mild pain in the heart",Jadhb al-Qalb,بلقلا بذج
IUMT-5.7.0,"diseases of digestive
system",,Amrāḍ-i-Niẓām-i-Haḍm,مضہ ماظن ضارما
IUMT-5.7.1,"narrowing of lumen of
oesophagus","A morbid state characterized by difficulty in
swallowing liquids",Inṭibāq al-Marī,يرملا قابطنا
IUMT-5.7.2,oesophageal injury,"Loss of structural integrity in oesophagus; a
morbid state caused by rupture of vessels due
to congestion or trauma and characterized by
interscapular pain and vomiting of blood",Tafarruq-i-Ittiṣāl-i-Marī,ىرم لاصتا قرفت
IUMT-5.7.3,oesophageal ulcers,"A morbid state characterized by retrosternal
pain and burning sensation after having spicy,
salty and sour food items",Qurūḥ al-Marī,ىرملا حورق
IUMT-5.7.4,itching in oesophagus,"A morbid state caused by reflux of sharp
humours accumulated in stomach, characterized
by frequent throat clearing and irritating cough",Ḥukāk al-Marī,ىرملا کاكح
IUMT-5.7.5,oesophagitis,"Inflammation of oesophagus; a morbid state
characterized by interscapular pain
during swallowing",Waram-i-Marī,یرم مرو
IUMT-5.7.6,"inflammation of oesopha-
gus due to involvement of
sanguine or yellow bile","A morbid state characterized by interscapular
pain especially during swallowing, high-grade
fever and intense thirst along with specific
features of predominance of sanguine or
yellow bile",Waram-i-Marī Ḥārr,راح یرم مرو
IUMT-5.7.7,"inflammation of oesoph-
agus due to involvement
of phlegm","A morbid state characterized by interscapular
pain and heaviness without fever and thirst",Waram-i-Marī Bārid,دراب یرم مرو
IUMT-5.7.8,dysphagia,"Difficulty in swallowing; a morbid state caused
by disturbed temperament of oesophagus and
characterized by difficulty in swallowing",‘Usr al-Bal‘ / ‘Usr-i-Izdirār,راردزا رسع / علبلا رسع
IUMT-5.7.9,"morbid temperament of
stomach","Derangement of temperament of stomach; a
morbid state with or without involvement
of matter",Sū’-i-Mizāj-i-Mi‘da,ہ دعم جازم ءوس
IUMT-5.7.10,"morbid temperament of
stomach without involve-
ment of matter","Derangement of temperament of stomach
without involvement of matter; a morbid state
characterized by pain without heaviness of
stomach, transparent urine of thin
consistency, etc.",Sū’-i-Mizāj-i-Mi‘da Sādhij,جذاس ہ دعم جازم ءوس
IUMT-5.7.11,"morbid temperament of
stomach with involve-
ment of matter","Derangement of temperament of stomach
with involvement of matter; a morbid state
characterized by pain and heaviness in
stomach, translucent urine of thick
consistency, etc.",Sū’-i-Mizāj-i-Mi‘da Māddī,یدّ ام ہ دعم جازم ءوس
IUMT-5.7.12,gastralgia,"Pain in stomach; a morbid state caused by
inflammatory conditions of stomach, flatulence,
weakness of stomach, intake of bad quality food
materials, etc.","Waja‘ al-Mi‘da / Dard-
i-Mi‘da/Waja‘-i-Mi‘da/
Dard-i-Shikam","/ہدعم درد / ۃدعملا عجو
مکش درد/ہدعم عجو"
IUMT-5.7.13,"gastralgia due to
flatulence","Pain in stomach due to flatulence; a morbid
state characterized by pain, flatulence, belching,
hiccough and borborygmi",Dard-i-Mi‘da Riyāḥī,يحایر ہدعم درد
IUMT-5.7.14,"gastralgia due to hot
morbid temperament","Pain in stomach due to hot morbid
temperament; a morbid state characterized by
pain and burning sensation in upper part of
stomach, dry mouth, etc.",Dard-i-Mi‘da Ḥārr,راح ہدعم درد
IUMT-5.7.15,bilious gastralgia,"Pain in stomach due to predominance of yellow
bile; a morbid state characterized by pain in
empty stomach along with features of
predominance of yellow bile",Dard-i-Mi‘da Ṣafrāwī,يوارفص ہدعم درد
IUMT-5.7.16,"gastralgia due to cold
morbid temperament","Pain in stomach due to cold morbid
temperament; a morbid state characterized by
pain along with decreased thirst, disturbed
digestion, increased appetite and sour belching",Dard-i-Mi‘da Bārid,دراب ہدعم درد
IUMT-5.7.17,phlegmatic gastralgia,"Pain in stomach due to predominance of
phlegm; a morbid state characterized by pain
along with features of predominance of phlegm",Dard-i-Mi‘da Balghamī,يمغلب ہدعم درد
IUMT-5.7.18,melancholic gastralgia,"Pain in stomach due to predominance of black
bile; a morbid state characterized by pain,
increased appetite and flatulence along with
features of predominance of black bile",Dard-i-Mi‘da Sawdāwī,يوادوس ہدعم درد
IUMT-5.7.19,"gastralgia due to
weakness","Pain in stomach due to its weakness; a morbid
state characterized by pain after having food,
which subsides after vomiting",Dard-i-Mi‘da Ḍu‘fī,يفعض ہدعم درد
IUMT-5.7.20,gastric debility,"A morbid state characterized by interscapular
pain, vomiting after intake of food, weak pulse,
emaciation, pallor, oedema, etc.",Ḍu‘f al-Mi‘da,ۃدعملا فعض
IUMT-5.7.21,delayed digestion,"A morbid state in which food remains in the
stomach for a longer time in undigested form
and is accompanied by heaviness in stomach
and sour belching",Ḍu‘f al-Haḍm,مضھلا فعض
IUMT-5.7.22,dyspepsia,"Indigestion; a morbid state characterized by
foul-smelling eructus, burning sensation in
epigastrium, nausea and foul-smelling stools","Fasād al-Haḍm / Sū’
al-Haḍm",مضھلا ءوس / مضھلا داسف
IUMT-5.7.23,failure of digestion,"A morbid state characterized by epigastric pain,
puffiness on face, belching, nausea and
vomiting, hiccough, pallor, etc.",Buṭlān al-Haḍm,مضھلا نلاطب
IUMT-5.7.24,perverted digestion,"Failure of digestion resulting in abnormal
qualitative change in food; a morbid state
characterized by heaviness and distension in
the stomach, heaviness in the head, pallor,
breathlessness, belching, vomiting
and diarrhoea",Al-Tukhma,ۃمختلا
IUMT-5.7.25,diarrhoea with vomiting,"A morbid state due to abnormal qualitative
change in the ingested food, characterized by
vomiting and diarrhoea",Hayḍa,ہضیہ
IUMT-5.7.26,"bilious diarrhoea with
vomiting","A morbid state characterized by expulsion of
bilious material through vomiting and diarrhoea,
intense thirst, restlessness and other features of
predominance of yellow bile",Hayḍa Ṣafrāwī,یوارفص ہضیہ
IUMT-5.7.27,"phlegmatic diarrhoea
with vomiting","A morbid state characterized by expulsion of
phlegmatic material through vomiting and
diarrhoea, sour taste in mouth, excessive
salivation, lack of thirst and other features of
predominance of phlegm",Hayḍa Balghamī,یمغلب ہضیہ
IUMT-5.7.28,"melancholic diarrhoea
with vomiting","A morbid state characterized by expulsion of
melancholic material through vomiting and
diarrhoea, mild vomiting, severe diarrhoea,
flatulence, sour belching, etc.",Hayḍa Sawdāwī,یوادوس ہضیہ
IUMT-5.7.29,"epidemic diarrhoea with
vomiting","A morbid state characterized by sudden onset of
vomiting and diarrhoea, sunken eyes,
restlessness, intense thirst, no urine output,
fainting, cold extremities, muscular cramps,
bluish discoloration of skin, etc.",Hayḍa Wabā’ī,یئابو ہضیہ
IUMT-5.7.30,anorexia,"Loss of appetite; a morbid state in which patient
has no desire to eat","Buṭlān al-Shahwa /
Suqūṭ al-Shahwa /
Dhahāb al-Shahwa","طوقس / ۃوھشلا نلاطب
ۃوھشلا باھذ/ۃوھشلا"
IUMT-5.7.31,poor appetite,"A morbid state in which patient has reduced
desire to eat","Ḍu‘f al-Shahwa /
Nuqṣān al-Shahwa/ Qilla
al-Shahwa","ناصقن / ۃوھشلا فعض
ۃوھشلا ۃلق / ۃوھشلا"
IUMT-5.7.32,"pica / perversion of
appetite","Desire to eat non-edibles; a morbid state
characterized by a powerful desire to eat
substances not considered to be food, e.g.,
coal, soil, etc.","Fasād al-Shahwa / Qubḥ
al-Shahwa",ۃوھشلا حبق / ۃوھشلا داسف
IUMT-5.7.33,"deviation of appetite in
pregnancy",Desire to eat spicy and salty food items,Waḥam,محو
IUMT-5.7.34,voracious appetite,"A morbid state characterized by highly
increased appetite even in the absence of
need from body","Jū‘ al-Kalb / Al-Shahwa
al-Kalbiyya","/ بلكلا عوج
ۃیبلکلا ۃوھشلا"
IUMT-5.7.35,food aversion,"A morbid state in which requirement of food in
body increases but stomach has no
affinity for food",Jū‘ al-Baqar / Būlīmūs,سومیلوب /رقبلا عوج
IUMT-5.7.36,hunger-induced fainting,"A morbid state characterized by hunger causing
fainting and loss of vitality",Al-Jū‘ al-Mughashshī,يشغملا عوجلا
IUMT-5.7.37,polydipsia,"Excessive thirst; a morbid state caused by
morbid temperament of any particular organ or
the whole body and external factors,
characterized by excessive thirst; this term does
not cover Shidda al-‘Aṭash mentioned under
signs and symptoms",‘Aṭash Mufriṭ,طرفم شطع
IUMT-5.7.38,gastritis,"Inflammation of gastric mucosa which may be
sanguineous, bilious, phlegmatic and
melancholic",Waram-i-Mi‘da,ہدعم مرو
IUMT-5.7.39,sanguineous gastritis,"A morbid state characterized by pain in
abdomen, high- grade fever, thirst, red face, and
red and rough tongue",Waram-i-Mi‘da Damawī,يومد ہدعم مرو
IUMT-5.7.40,bilious gastritis,"A morbid state characterized by pain, high-
grade fever, intense thirst, yellowish tongue and
face, and bilious vomiting",Waram-i-Mi‘da Ṣafrāwī,يوارفص ہدعم مرو
IUMT-5.7.41,phlegmatic gastritis,"A morbid state characterized by pain, mild fever
or no fever, puffiness of face, and whitish tongue",Waram-i-Mi‘da Balghamī,يمغلب ہدعم مرو
IUMT-5.7.42,melancholic gastritis,"A morbid state characterized by pain, fever or
no fever, decreased thirst, blackish tongue and
face, sunken eyes and emaciation",Waram-i-Mi‘da Sawdāwī,يوادوس ہدعم مرو
IUMT-5.7.43,gastric abscess,"A morbid state characterized by fever with chills
and rigors, loss of appetite, aggravation of pain
after intake of food",Dubayla al-Mi‘da,ۃدعملا ةلیبد
IUMT-5.7.44,gastric ulcers,"A morbid state characterized by pain in cardiac
end of stomach or near umbilicus aggravating
on eating sour and spicy food, burning
sensation in stomach, foul-smelling eructus, bad
breath, excessive nausea and vomiting,
recurrent episodes of mild fever and vomit and
stool containing blood and pus",Qurūḥ-i-Mi‘da,ہدعم حورق
IUMT-5.7.45,gastric eruptions,"A morbid state characterized by interscapular or
retrosternal pain on eating sour and spicy food,
excessive foul-smelling burps and bitter taste",Buthūr-i-Mi‘da,ہدعم روثب
IUMT-5.7.46,borborygmus,"Rumbling noise in stomach; a morbid state
caused by cold morbid temperament of stomach
and its decreased innate heat, intake of bad
quality food or accumulation of phlegm or black
bile in stomach",Qarāqir-i-Mi‘da,ہدعم رقارق
